600 600
60000 60000 50000000
176 295 0 13
258 511 0 65
196 251 0 59
445 93 0 64
579 147 0 21
169 357 0 70
334 496 0 69
118 491 0 39
65 384 0 92
547 469 0 39
440 558 0 78
500 261 0 83
197 300 0 62
197 236 0 11
70 405 0 100
380 392 0 24
37 165 0 88
596 4 0 43
517 519 0 10
588 400 0 93
477 280 0 26
576 589 0 64
4 125 0 20
552 96 0 75
65 333 0 11
547 102 0 46
417 185 0 23
93 371 0 97
505 339 0 43
157 156 0 70
222 358 0 4
362 114 0 6
407 221 0 52
128 252 0 75
137 512 0 58
50 228 0 38
218 598 0 26
399 65 0 72
146 402 0 58
422 41 0 100
386 188 0 31
64 224 0 35
254 553 0 31
513 395 0 31
502 202 0 66
561 95 0 69
22 579 0 100
59 35 0 4
542 549 0 31
589 294 0 25
39 396 0 25
373 278 0 14
279 448 0 57
432 255 0 84
64 414 0 7
513 203 0 47
496 408 0 80
539 583 0 74
311 417 0 91
207 200 0 65
157 276 0 18
478 368 0 65
297 455 0 90
123 509 0 0
225 163 0 33
228 356 0 100
548 163 0 2
411 274 0 87
357 488 0 76
90 438 0 22
237 347 0 1
215 294 0 78
318 522 0 77
234 412 0 75
586 94 0 69
109 395 0 23
308 182 0 38
218 63 0 38
235 91 0 58
540 556 0 94
179 49 0 39
153 570 0 87
96 204 0 50
441 152 0 3
437 452 0 41
127 303 0 71
60 495 0 82
407 37 0 17
3 479 0 51
582 11 0 76
80 405 0 63
160 517 0 64
358 50 0 68
300 7 0 27
333 215 0 28
599 465 0 30
405 478 0 15
475 251 0 0
304 262 0 25
35 374 0 73
574 108 0 45
289 37 0 19
310 50 0 36
404 416 0 3
201 138 0 81
105 158 0 25
485 76 0 79
433 8 0 1
83 119 0 75
104 278 0 69
233 214 0 94
542 140 0 97
580 440 0 74
584 315 0 59
23 164 0 40
372 35 0 73
390 327 0 19
139 88 0 98
340 108 0 4
599 343 0 79
319 549 0 36
137 596 0 50
198 87 0 3
198 576 0 3
162 54 0 16
297 473 0 90
435 12 0 66
308 425 0 40
218 404 0 91
353 519 0 6
435 337 0 93
31 359 0 49
285 304 0 71
599 302 0 25
529 338 0 92
143 363 0 80
289 455 0 22
49 447 0 4
579 202 0 55
511 497 0 32
11 173 0 45
26 296 0 10
277 415 0 22
121 58 0 33
587 569 0 67
429 79 0 59
475 445 0 53
63 318 0 63
157 62 0 59
252 312 0 83
536 3 0 74
471 310 0 13
35 20 0 48
190 199 0 12
164 508 0 47
376 435 0 56
278 234 0 64
357 97 0 51
139 592 0 54
558 102 0 71
62 453 0 72
397 39 0 97
552 142 0 91
193 585 0 21
330 193 0 50
501 525 0 66
74 105 0 4
143 19 0 74
483 242 0 72
269 244 0 22
110 483 0 26
449 503 0 99
529 194 0 44
594 140 0 90
233 526 0 48
326 507 0 43
524 460 0 82
278 404 0 96
231 213 0 84
374 53 0 41
181 396 0 99
401 392 0 76
217 403 0 24
568 354 0 61
397 327 0 48
538 456 0 69
270 125 0 22
393 356 0 49
153 122 0 84
427 60 0 25
388 169 0 65
575 345 0 4
461 103 0 93
64 505 0 40
394 209 0 5
375 154 0 13
204 403 0 63
190 149 0 9
391 17 0 33
289 453 0 21
22 411 0 13
256 219 0 5
11 293 0 41
234 235 0 56
459 110 0 47
326 112 0 43
272 272 0 53
238 253 0 60
145 381 0 98
436 125 0 57
471 390 0 14
267 207 0 46
550 377 0 14
529 539 0 78
145 429 0 49
476 316 0 62
551 49 0 50
29 367 0 20
208 394 0 97
159 251 0 97
65 245 0 53
321 502 0 89
92 115 0 68
583 335 0 91
311 567 0 62
59 396 0 61
529 357 0 12
348 274 0 47
61 5 0 58
196 106 0 92
289 71 0 86
318 149 0 78
510 566 0 72
154 533 0 56
438 205 0 83
577 504 0 28
79 282 0 41
117 511 0 55
469 486 0 92
21 444 0 3
210 344 0 71
263 194 0 53
392 135 0 96
316 375 0 69
495 103 0 3
291 262 0 53
415 228 0 84
522 39 0 30
148 273 0 25
571 286 0 11
66 571 0 74
69 29 0 38
20 463 0 15
394 383 0 10
264 344 0 59
215 336 0 6
235 98 0 66
406 544 0 24
532 513 0 24
399 356 0 95
589 363 0 33
377 230 0 66
184 166 0 38
130 449 0 39
556 25 0 85
114 291 0 73
247 509 0 55
65 47 0 11
573 553 0 62
543 466 0 39
504 477 0 0
139 583 0 68
188 109 0 30
193 78 0 4
116 581 0 4
409 135 0 54
502 393 0 27
18 509 0 57
222 519 0 8
353 120 0 9
312 532 0 69
74 90 0 20
585 574 0 57
438 157 0 80
57 549 0 61
452 14 0 96
388 530 0 1
180 518 0 18
398 508 0 12
19 371 0 15
138 314 0 46
97 191 0 61
546 54 0 5
532 83 0 13
66 303 0 12
5 54 0 64
212 427 0 95
255 81 0 89
551 449 0 64
143 523 0 69
301 93 0 10
101 43 0 99
238 375 0 39
595 232 0 48
176 246 0 5
313 417 0 96
550 526 0 0
480 428 0 59
173 256 0 44
357 366 0 45
116 115 0 83
260 368 0 13
18 589 0 29
75 91 0 80
389 99 0 50
313 355 0 83
313 513 0 15
199 573 0 72
462 118 0 55
129 113 0 17
498 179 0 1
577 419 0 50
578 423 0 38
238 449 0 63
523 235 0 29
561 544 0 54
143 498 0 96
138 155 0 26
531 20 0 2
439 53 0 28
536 272 0 80
422 512 0 22
412 48 0 81
60 322 0 3
295 576 0 6
296 433 0 94
159 66 0 76
433 272 0 62
284 511 0 56
198 376 0 30
61 294 0 17
179 257 0 27
245 550 0 12
246 127 0 70
7 302 0 10
538 485 0 74
278 356 0 10
419 406 0 55
407 63 0 48
502 579 0 7
595 390 0 51
448 479 0 95
214 177 0 77
159 411 0 46
468 264 0 50
96 464 0 26
43 138 0 15
182 242 0 62
335 199 0 24
490 277 0 8
468 314 0 12
497 575 0 18
452 35 0 93
104 2 0 90
199 249 0 77
566 312 0 5
360 452 0 55
328 18 0 90
246 306 0 61
431 372 0 53
152 365 0 8
513 155 0 38
559 307 0 22
187 165 0 56
121 80 0 70
395 108 0 10
580 593 0 65
235 109 0 80
476 398 0 83
129 558 0 78
598 427 0 74
120 243 0 9
382 8 0 63
390 196 0 92
599 288 0 74
301 341 0 32
190 460 0 84
126 75 0 79
525 528 0 91
378 348 0 33
584 372 0 78
494 517 0 64
305 97 0 68
271 49 0 16
524 21 0 2
428 71 0 74
113 132 0 60
519 194 0 28
532 393 0 8
69 197 0 94
247 424 0 85
227 446 0 75
29 12 0 17
332 534 0 73
113 444 0 43
231 87 0 72
80 314 0 95
559 409 0 19
140 168 0 96
384 127 0 37
377 248 0 48
242 339 0 33
204 428 0 51
215 12 0 92
468 65 0 39
362 170 0 59
308 97 0 0
540 425 0 51
260 488 0 38
428 255 0 59
202 594 0 64
157 419 0 42
156 106 0 42
11 519 0 74
428 130 0 22
12 109 0 83
202 69 0 19
179 574 0 30
506 368 0 41
51 330 0 67
40 501 0 92
119 522 0 51
531 114 0 17
188 4 0 58
307 472 0 19
145 147 0 13
53 241 0 79
426 65 0 45
112 223 0 100
291 196 0 4
408 35 0 8
162 86 0 81
576 339 0 70
253 319 0 60
561 579 0 23
221 23 0 93
42 427 0 67
57 262 0 46
516 432 0 99
449 217 0 50
463 196 0 87
185 157 0 45
260 576 0 62
579 372 0 53
379 85 0 79
508 291 0 30
588 127 0 73
220 169 0 28
264 10 0 86
349 597 0 35
163 196 0 84
598 398 0 84
161 437 0 87
278 301 0 64
364 455 0 36
398 367 0 23
9 97 0 66
219 314 0 88
184 321 0 67
9 25 0 51
40 390 0 90
48 596 0 29
194 575 0 10
539 81 0 30
66 359 0 49
395 326 0 47
509 91 0 45
367 175 0 76
381 523 0 57
382 254 0 73
528 222 0 56
24 296 0 33
466 493 0 52
211 523 0 57
466 150 0 80
173 91 0 74
506 315 0 10
576 205 0 52
368 267 0 22
580 283 0 6
117 224 0 64
291 19 0 54
474 2 0 36
564 465 0 16
536 319 0 54
446 258 0 46
154 422 0 51
32 25 0 31
451 148 0 16
35 595 0 32
155 379 0 72
118 216 0 58
235 251 0 41
126 378 0 43
88 355 0 90
137 556 0 11
336 108 0 74
568 105 0 63
119 183 0 57
527 413 0 77
40 239 0 47
363 437 0 45
472 306 0 26
489 202 0 52
431 185 0 62
505 141 0 79
449 430 0 16
315 151 0 100
64 305 0 62
11 362 0 67
162 552 0 88
142 221 0 27
106 216 0 23
288 58 0 28
87 287 0 10
521 452 0 25
90 385 0 53
259 46 0 5
537 351 0 62
521 432 0 25
210 565 0 48
458 255 0 91
224 546 0 89
94 224 0 79
598 182 0 81
196 458 0 9
89 203 0 96
264 211 0 24
369 128 0 23
210 27 0 69
439 509 0 98
194 233 0 50
509 75 0 17
52 402 0 66
567 435 0 58
125 305 0 70
19 361 0 39
504 322 0 94
396 262 0 33
360 7 0 43
223 538 0 39
20 361 0 3
432 320 0 77
284 227 0 97
405 391 0 64
132 563 0 100
325 282 0 16
497 28 0 81
69 3 0 85
115 220 0 44
542 32 0 72
362 169 0 100
501 418 0 44
84 350 0 66
581 389 0 21
368 182 0 0
210 214 0 29
411 305 0 93
78 544 0 4
134 377 0 33
283 557 0 63
433 105 0 23
75 574 0 9
159 149 0 61
560 112 0 51
293 479 0 82
574 468 0 53
555 38 0 94
572 394 0 15
433 500 0 100
358 585 0 43
137 545 0 43
156 205 0 64
10 16 0 97
569 85 0 64
48 311 0 4
255 234 0 99
51 361 0 26
562 339 0 45
422 177 0 1
417 466 0 10
335 271 0 21
17 48 0 63
251 517 0 6
102 492 0 41
379 288 0 83
274 71 0 5
191 38 0 41
61 367 0 46
548 575 0 91
258 150 0 68
53 526 0 17
512 348 0 62
555 224 0 39
173 187 0 42
481 1 0 41
418 178 0 23
294 447 0 81
101 524 0 3
303 61 0 80
347 253 0 26
163 135 0 63
399 199 0 85
219 358 0 53
202 305 0 77
519 594 0 57
439 477 0 77
445 394 0 27
423 555 0 18
590 565 0 86
281 301 0 35
42 69 0 49
427 216 0 94
0 486 0 76
186 412 0 85
566 504 0 70
232 167 0 23
60 288 0 19
145 205 0 45
575 316 0 57
291 503 0 51
405 418 0 4
225 554 0 9
410 565 0 40
482 273 0 74
357 233 0 30
491 501 0 16
205 110 0 60
198 322 0 97
346 229 0 6
227 523 0 24
341 177 0 60
80 61 0 37
224 185 0 75
503 27 0 11
188 40 0 37
199 551 0 37
598 461 0 86
416 399 0 18
564 23 0 87
578 242 0 55
169 408 0 96
433 124 0 18
394 223 0 69
577 140 0 22
557 252 0 71
232 67 0 44
13 322 0 94
382 548 0 80
269 419 0 4
522 113 0 28
427 403 0 52
182 416 0 35
210 502 0 47
354 493 0 43
7 453 0 64
558 87 0 47
563 55 0 51
324 175 0 52
351 214 0 79
232 232 0 14
574 495 0 68
270 321 0 55
183 92 0 98
85 244 0 56
89 439 0 68
28 529 0 20
134 109 0 58
102 346 0 74
585 224 0 6
417 495 0 15
522 445 0 46
327 221 0 15
525 557 0 22
163 529 0 86
9 259 0 41
255 435 0 58
281 564 0 1
373 117 0 66
208 100 0 89
34 399 0 92
459 241 0 87
35 364 0 65
324 86 0 100
199 138 0 53
301 531 0 67
531 113 0 50
115 15 0 74
5 391 0 54
157 571 0 86
58 586 0 40
371 229 0 98
108 367 0 35
53 490 0 64
293 255 0 39
199 189 0 20
397 566 0 76
466 412 0 73
112 436 0 46
301 488 0 14
237 357 0 52
212 167 0 89
523 589 0 32
444 429 0 7
103 378 0 42
455 213 0 82
507 49 0 46
59 181 0 99
249 325 0 34
7 351 0 32
131 379 0 77
36 293 0 3
76 478 0 10
370 378 0 67
37 129 0 16
99 202 0 7
386 513 0 58
174 177 0 77
530 308 0 56
402 374 0 55
324 92 0 44
138 163 0 22
490 515 0 57
265 428 0 57
213 385 0 85
35 523 0 50
515 74 0 28
122 446 0 6
133 532 0 14
183 441 0 66
465 79 0 13
85 556 0 33
34 62 0 76
422 402 0 2
51 402 0 2
390 303 0 94
463 12 0 29
4 20 0 20
525 472 0 72
162 480 0 33
204 77 0 3
16 29 0 55
349 118 0 8
206 550 0 98
364 115 0 89
211 201 0 29
82 317 0 73
273 401 0 8
521 320 0 44
16 356 0 33
139 227 0 18
504 183 0 7
501 266 0 45
32 386 0 32
246 34 0 33
429 344 0 38
307 406 0 88
73 593 0 75
258 343 0 19
208 326 0 46
515 196 0 31
422 134 0 22
215 289 0 62
497 527 0 45
81 297 0 38
395 454 0 28
328 209 0 80
214 562 0 33
296 428 0 30
148 491 0 44
144 156 0 25
226 287 0 7
338 2 0 13
153 135 0 20
166 459 0 46
151 485 0 26
463 402 0 53
354 81 0 23
562 166 0 2
586 565 0 97
461 531 0 7
92 144 0 59
286 251 0 30
438 154 0 0
290 341 0 63
434 68 0 3
322 333 0 58
183 224 0 91
315 91 0 81
485 419 0 83
580 485 0 91
268 520 0 5
361 595 0 70
21 454 0 67
190 441 0 91
433 567 0 82
415 413 0 80
545 160 0 57
476 504 0 23
124 200 0 60
188 173 0 98
238 24 0 13
184 265 0 91
483 122 0 95
462 120 0 12
521 98 0 76
173 336 0 32
122 362 0 43
240 391 0 16
199 599 0 46
421 517 0 75
338 170 0 66
239 76 0 78
474 363 0 69
49 59 0 64
284 530 0 9
509 495 0 97
483 396 0 85
74 201 0 78
445 184 0 89
420 435 0 4
424 356 0 36
121 328 0 62
428 156 0 3
525 196 0 32
189 93 0 9
310 207 0 97
124 344 0 12
103 412 0 19
20 111 0 51
536 182 0 98
462 526 0 59
434 399 0 77
226 220 0 86
149 473 0 1
32 378 0 32
101 390 0 9
29 56 0 64
223 67 0 33
153 256 0 4
148 239 0 12
443 455 0 73
436 174 0 95
65 33 0 45
416 11 0 12
597 243 0 19
357 335 0 24
545 159 0 5
70 469 0 31
457 295 0 17
320 237 0 19
97 557 0 72
352 218 0 89
91 48 0 55
134 52 0 39
579 317 0 41
399 115 0 47
28 317 0 39
19 262 0 98
220 387 0 91
62 277 0 65
506 588 0 99
550 169 0 70
524 444 0 17
367 118 0 40
382 266 0 44
578 132 0 31
472 539 0 41
11 471 0 79
349 531 0 27
324 97 0 18
3 547 0 17
11 481 0 71
236 449 0 35
528 198 0 53
106 338 0 0
169 231 0 22
548 458 0 87
461 120 0 31
158 47 0 93
223 181 0 99
117 305 0 42
543 413 0 26
401 564 0 41
479 478 0 13
96 66 0 59
219 137 0 49
548 547 0 24
100 441 0 0
455 330 0 49
520 304 0 6
503 83 0 89
114 359 0 46
168 258 0 10
464 216 0 23
113 363 0 44
488 419 0 23
178 199 0 54
333 385 0 74
319 570 0 14
180 102 0 88
448 188 0 36
30 539 0 5
139 575 0 12
187 506 0 30
276 551 0 89
372 432 0 75
471 351 0 22
36 169 0 100
591 594 0 54
79 364 0 87
550 560 0 87
569 397 0 24
529 230 0 12
525 422 0 70
172 188 0 76
278 132 0 86
43 155 0 61
96 107 0 71
397 353 0 96
391 543 0 23
26 367 0 9
402 102 0 42
476 153 0 34
417 205 0 40
184 512 0 30
422 212 0 7
531 226 0 82
254 68 0 30
270 409 0 40
62 337 0 17
155 534 0 10
290 24 0 64
49 98 0 18
334 341 0 75
466 491 0 29
274 27 0 80
584 87 0 21
545 395 0 17
54 498 0 57
38 331 0 29
481 13 0 31
142 551 0 21
571 599 0 29
426 255 0 42
202 40 0 55
115 379 0 24
369 3 0 65
48 94 0 30
107 158 0 83
503 480 0 76
452 89 0 77
301 334 0 55
420 56 0 59
97 156 0 34
544 209 0 34
463 347 0 87
409 174 0 99
352 528 0 78
256 379 0 33
189 195 0 98
537 148 0 82
10 296 0 49
248 519 0 10
594 468 0 21
272 65 0 61
278 541 0 63
105 53 0 45
452 237 0 60
503 237 0 93
561 243 0 72
353 53 0 76
46 200 0 54
37 311 0 22
487 354 0 26
341 391 0 34
334 277 0 5
73 245 0 14
167 506 0 35
24 121 0 65
414 220 0 97
286 40 0 50
336 23 0 81
38 245 0 6
289 88 0 10
77 575 0 85
29 59 0 23
584 49 0 90
59 34 0 91
150 271 0 83
8 74 0 28
576 554 0 94
293 129 0 3
158 92 0 15
476 95 0 76
572 372 0 13
476 130 0 3
74 357 0 18
212 436 0 91
15 569 0 23
159 582 0 18
470 499 0 92
416 333 0 13
294 40 0 58
345 275 0 58
527 151 0 63
141 0 0 55
392 21 0 58
482 390 0 95
44 198 0 31
158 284 0 50
330 132 0 85
13 555 0 23
22 303 0 64
577 383 0 27
124 255 0 56
31 125 0 79
449 456 0 22
19 86 0 81
485 205 0 42
502 273 0 69
338 63 0 52
428 385 0 57
365 259 0 94
408 543 0 24
60 531 0 58
335 372 0 53
514 472 0 68
241 118 0 82
536 22 0 51
133 592 0 77
421 489 0 25
563 68 0 94
139 400 0 95
382 537 0 87
39 496 0 12
303 572 0 63
74 390 0 95
95 85 0 45
494 68 0 21
14 9 0 56
206 233 0 73
118 380 0 36
140 99 0 88
390 316 0 67
328 230 0 93
552 132 0 47
149 569 0 74
278 406 0 46
345 103 0 67
354 253 0 9
236 279 0 71
413 426 0 94
109 246 0 31
536 95 0 61
80 335 0 2
146 475 0 20
359 41 0 19
451 387 0 77
325 386 0 3
344 54 0 13
59 2 0 66
56 195 0 7
599 435 0 88
325 263 0 81
95 50 0 16
362 215 0 44
468 29 0 19
590 305 0 97
356 440 0 95
429 450 0 50
125 249 0 1
298 293 0 15
452 497 0 38
166 169 0 80
589 85 0 3
491 98 0 55
162 12 0 44
523 329 0 79
506 518 0 48
37 251 0 30
480 333 0 21
429 368 0 3
248 380 0 24
34 102 0 85
462 509 0 53
92 525 0 2
224 282 0 60
274 50 0 8
542 210 0 24
283 56 0 82
109 54 0 40
283 440 0 93
414 421 0 73
205 541 0 84
81 316 0 14
517 583 0 24
460 534 0 35
395 308 0 70
159 444 0 90
345 548 0 44
109 46 0 21
535 396 0 52
165 15 0 42
60 14 0 23
439 200 0 85
123 481 0 8
516 480 0 35
422 302 0 89
345 563 0 78
294 197 0 31
267 550 0 38
460 184 0 20
540 530 0 68
43 430 0 4
155 504 0 36
366 232 0 97
435 527 0 100
379 59 0 36
243 187 0 37
163 407 0 63
556 224 0 47
466 542 0 41
455 49 0 39
240 480 0 18
147 84 0 83
433 166 0 12
406 534 0 47
536 259 0 100
257 527 0 78
473 320 0 69
205 262 0 85
418 200 0 93
26 270 0 31
91 508 0 89
374 534 0 97
464 223 0 77
81 388 0 72
262 570 0 82
328 255 0 68
27 523 0 86
117 23 0 78
578 416 0 84
467 460 0 58
395 118 0 57
23 10 0 7
261 496 0 14
472 78 0 85
243 553 0 32
74 548 0 72
291 569 0 96
593 389 0 76
583 369 0 83
50 16 0 82
259 138 0 12
584 382 0 31
499 401 0 96
470 474 0 14
384 157 0 23
252 402 0 14
522 493 0 69
342 137 0 87
480 191 0 41
25 273 0 50
481 457 0 60
343 86 0 58
170 355 0 54
477 291 0 92
390 46 0 90
53 12 0 3
459 376 0 47
75 5 0 38
387 583 0 96
327 295 0 49
187 230 0 60
111 309 0 39
532 447 0 6
455 60 0 36
345 291 0 55
101 195 0 57
42 578 0 42
63 536 0 72
131 201 0 84
77 3 0 3
165 262 0 75
592 157 0 87
576 201 0 91
61 208 0 77
212 52 0 64
567 599 0 76
444 205 0 2
439 83 0 88
184 440 0 46
544 200 0 50
125 247 0 18
128 175 0 41
485 391 0 8
493 350 0 63
371 370 0 60
167 202 0 65
552 217 0 73
295 207 0 5
406 64 0 78
492 415 0 38
539 234 0 91
599 77 0 94
48 395 0 78
515 93 0 15
146 261 0 56
496 293 0 99
446 511 0 19
233 114 0 87
11 235 0 35
575 434 0 39
283 9 0 98
42 133 0 25
1 599 0 18
365 196 0 76
247 444 0 2
302 596 0 50
148 508 0 42
508 373 0 52
30 324 0 68
52 69 0 19
280 556 0 40
34 24 0 15
503 50 0 46
568 171 0 32
441 344 0 31
8 251 0 58
328 338 0 12
539 489 0 20
31 206 0 7
41 179 0 60
264 259 0 81
324 173 0 64
24 288 0 57
294 563 0 69
256 417 0 70
477 452 0 66
90 378 0 5
420 45 0 16
162 275 0 33
117 193 0 70
556 518 0 40
73 401 0 31
32 546 0 50
150 470 0 100
25 306 0 33
433 458 0 12
554 311 0 87
452 37 0 29
551 401 0 95
421 74 0 24
272 305 0 51
88 159 0 22
360 265 0 100
328 113 0 1
147 570 0 98
65 440 0 80
246 595 0 99
527 171 0 56
570 488 0 86
109 235 0 4
7 77 0 58
499 533 0 33
255 141 0 90
411 169 0 81
594 550 0 56
535 351 0 44
173 16 0 33
311 255 0 93
273 405 0 8
145 125 0 94
244 255 0 19
272 536 0 59
263 122 0 57
593 299 0 80
422 357 0 80
514 317 0 20
137 189 0 27
263 86 0 10
478 52 0 86
117 322 0 18
218 558 0 98
575 161 0 73
543 240 0 32
459 375 0 19
199 549 0 75
471 251 0 57
27 115 0 79
506 57 0 80
381 73 0 28
5 130 0 49
459 228 0 98
64 582 0 16
457 454 0 3
291 539 0 8
199 40 0 51
254 469 0 26
533 336 0 73
568 431 0 92
424 409 0 46
496 384 0 64
242 13 0 23
406 441 0 38
504 137 0 48
362 0 0 70
572 455 0 60
507 267 0 78
29 255 0 93
231 78 0 41
75 113 0 33
459 598 0 32
336 97 0 94
525 401 0 52
127 445 0 30
169 499 0 61
81 98 0 58
310 179 0 49
236 210 0 31
94 208 0 83
503 327 0 99
197 503 0 47
299 537 0 67
95 229 0 10
330 461 0 10
294 459 0 71
464 283 0 53
316 4 0 77
170 289 0 81
163 399 0 23
78 313 0 64
317 200 0 2
253 72 0 53
374 406 0 37
280 463 0 47
285 496 0 8
568 196 0 80
465 455 0 74
433 332 0 39
97 431 0 97
129 114 0 29
3 566 0 54
594 313 0 25
464 53 0 55
238 46 0 19
580 313 0 92
72 305 0 30
236 173 0 63
349 520 0 28
432 461 0 45
581 16 0 43
401 128 0 16
56 459 0 31
86 124 0 81
456 37 0 53
245 78 0 45
481 138 0 34
212 542 0 65
363 241 0 41
148 162 0 88
0 105 0 71
38 57 0 69
522 86 0 20
127 488 0 61
492 294 0 4
480 27 0 26
432 327 0 85
506 376 0 97
204 98 0 58
549 186 0 1
303 131 0 12
304 476 0 8
536 144 0 31
278 439 0 58
160 291 0 64
269 564 0 50
204 296 0 65
235 75 0 94
160 301 0 85
331 34 0 6
258 312 0 78
182 551 0 0
244 448 0 2
507 57 0 51
344 312 0 97
544 577 0 53
537 552 0 76
254 567 0 99
380 113 0 29
400 85 0 70
445 189 0 76
196 154 0 49
6 412 0 63
195 16 0 21
10 430 0 2
37 393 0 79
212 467 0 86
299 156 0 81
10 175 0 76
314 240 0 86
208 583 0 11
335 451 0 21
230 79 0 93
290 483 0 94
159 69 0 76
220 327 0 30
289 529 0 74
587 47 0 1
317 153 0 61
565 316 0 65
264 510 0 49
530 551 0 22
247 52 0 17
506 546 0 76
362 525 0 71
329 276 0 94
500 21 0 63
292 182 0 78
241 3 0 80
15 296 0 89
68 343 0 25
597 238 0 61
141 103 0 58
596 193 0 56
485 464 0 96
592 502 0 78
254 522 0 81
580 490 0 26
114 109 0 33
254 491 0 27
467 512 0 23
86 336 0 3
207 416 0 4
545 25 0 6
325 88 0 14
392 217 0 96
6 541 0 10
315 132 0 38
311 584 0 55
451 18 0 96
128 173 0 25
143 211 0 36
88 287 0 58
201 244 0 76
524 307 0 28
432 450 0 93
84 275 0 77
191 196 0 86
302 554 0 89
333 503 0 83
354 200 0 48
556 488 0 10
253 69 0 42
592 347 0 20
118 520 0 91
180 224 0 42
501 389 0 48
225 523 0 37
171 504 0 57
481 361 0 17
124 433 0 17
586 357 0 28
60 151 0 62
445 60 0 46
247 70 0 55
309 121 0 84
198 522 0 79
72 52 0 43
82 469 0 62
189 75 0 28
281 541 0 11
586 232 0 72
1 386 0 75
421 172 0 96
70 74 0 82
211 586 0 33
60 237 0 100
133 286 0 95
528 544 0 38
332 227 0 27
439 512 0 34
296 286 0 84
85 482 0 20
381 232 0 5
505 337 0 51
232 540 0 56
402 464 0 64
200 62 0 54
171 574 0 18
441 15 0 3
382 389 0 67
374 316 0 65
226 285 0 68
411 282 0 55
307 55 0 92
122 205 0 13
172 490 0 86
213 448 0 59
400 184 0 99
435 138 0 29
352 453 0 79
28 62 0 88
337 305 0 18
244 197 0 4
238 80 0 64
309 75 0 56
523 316 0 88
364 439 0 27
284 394 0 45
96 142 0 89
26 589 0 42
30 39 0 48
216 9 0 90
184 242 0 50
140 340 0 26
334 99 0 12
454 531 0 49
326 77 0 85
214 489 0 46
40 426 0 83
25 314 0 59
321 546 0 99
138 582 0 74
331 68 0 43
343 67 0 8
197 280 0 76
292 259 0 0
145 344 0 75
298 211 0 21
241 499 0 31
262 335 0 66
278 462 0 60
169 2 0 7
587 293 0 79
495 512 0 20
181 456 0 89
212 514 0 16
288 59 0 7
187 88 0 76
24 254 0 56
276 9 0 20
527 92 0 10
122 339 0 8
569 562 0 68
135 70 0 86
185 504 0 73
38 468 0 89
552 104 0 18
322 270 0 35
132 435 0 99
527 51 0 72
108 483 0 34
376 285 0 37
153 81 0 44
379 400 0 98
539 99 0 50
513 402 0 5
58 246 0 43
233 445 0 89
184 406 0 55
283 55 0 62
47 146 0 94
114 265 0 25
367 157 0 37
576 576 0 67
560 324 0 51
218 327 0 53
43 330 0 1
106 38 0 15
211 97 0 48
158 65 0 32
18 401 0 2
381 355 0 2
391 447 0 30
305 564 0 41
332 494 0 65
203 335 0 22
501 598 0 91
96 136 0 91
503 374 0 32
37 10 0 71
111 248 0 25
457 296 0 11
163 221 0 82
403 382 0 83
540 457 0 43
243 17 0 59
499 426 0 63
544 46 0 48
102 552 0 0
479 473 0 70
358 132 0 41
326 554 0 82
466 562 0 55
88 412 0 6
483 352 0 10
63 534 0 50
148 243 0 59
174 284 0 17
482 30 0 31
341 89 0 86
553 96 0 96
209 401 0 100
33 11 0 42
178 439 0 49
478 86 0 6
158 502 0 75
442 434 0 100
316 421 0 38
562 85 0 54
50 47 0 71
232 36 0 16
319 491 0 38
442 566 0 68
395 154 0 3
498 342 0 82
310 422 0 95
585 404 0 37
364 376 0 95
524 520 0 80
121 100 0 79
413 473 0 45
22 145 0 27
359 26 0 86
18 189 0 43
409 552 0 89
428 205 0 99
275 409 0 1
549 130 0 37
362 27 0 79
231 509 0 11
57 370 0 79
74 568 0 55
465 449 0 37
405 1 0 86
207 598 0 80
560 121 0 56
311 498 0 70
417 235 0 25
256 208 0 9
182 252 0 62
228 429 0 49
543 544 0 95
563 31 0 56
186 356 0 83
562 292 0 51
507 285 0 20
549 289 0 62
401 310 0 8
328 595 0 47
390 153 0 7
313 388 0 27
307 496 0 20
391 501 0 83
536 328 0 84
590 288 0 68
447 429 0 8
481 180 0 39
509 176 0 75
312 113 0 0
6 289 0 79
455 402 0 29
463 511 0 36
555 223 0 46
147 454 0 28
262 125 0 15
440 257 0 3
426 371 0 76
166 392 0 24
131 512 0 18
305 220 0 23
137 68 0 80
460 537 0 99
212 535 0 59
590 28 0 78
598 87 0 64
149 16 0 97
200 574 0 52
384 590 0 55
204 588 0 60
131 405 0 36
369 248 0 89
278 53 0 100
403 452 0 18
296 581 0 67
417 63 0 23
413 588 0 10
219 556 0 22
519 454 0 11
442 316 0 12
387 271 0 72
436 216 0 60
290 455 0 48
293 437 0 15
365 503 0 68
98 115 0 6
580 544 0 59
388 197 0 54
527 485 0 72
187 445 0 17
103 363 0 79
302 540 0 8
596 275 0 61
371 506 0 88
213 541 0 23
380 562 0 3
179 383 0 41
48 433 0 99
31 332 0 22
308 510 0 42
154 406 0 57
394 415 0 87
139 182 0 33
309 194 0 48
459 92 0 32
497 413 0 45
516 287 0 28
350 203 0 32
366 8 0 74
125 504 0 52
360 58 0 63
355 331 0 96
122 400 0 82
478 243 0 40
253 27 0 71
261 258 0 45
355 414 0 88
592 424 0 23
204 294 0 18
500 581 0 46
388 582 0 57
147 139 0 63
364 227 0 64
249 481 0 5
540 167 0 50
367 44 0 52
